code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_score
BBB,2014B,M,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Pass,86.63636363636364
BBB,2014B,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,
BBB,2014B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,76.6
BBB,2014B,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,44.333333333333336
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,70.0909090909091
BBB,2014B,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,70.36363636363636
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,71.45454545454545
BBB,2014B,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,77.22222222222223
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,79.18181818181819
BBB,2014B,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,65.0
BBB,2014B,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,73.5
BBB,2014B,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,87.27272727272727
BBB,2014B,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,
BBB,2014B,M,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,76.0
BBB,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,59.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,61.333333333333336
BBB,2014B,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,75.0
BBB,2014B,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass,83.7
BBB,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,77.0
BBB,2014B,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,79.66666666666667
BBB,2014B,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,33.44444444444444
BBB,2014B,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,84.0
BBB,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,69.0
BBB,2014B,F,Scotland,Lower Than A Level,40-50%,35-55,0,120,N,Pass,76.7
BBB,2014B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,79.42857142857143
BBB,2014B,F,South East Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,
BBB,2014B,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,85.18181818181819
BBB,2014B,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Fail,69.0
BBB,2014B,F,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,Pass,67.0
BBB,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,85.72727272727273
BBB,2014B,M,South East Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,86.1
BBB,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,88.54545454545455
BBB,2014B,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,
BBB,2014B,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,63.63636363636363
BBB,2014B,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,77.72727272727273
BBB,2014B,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,69.5
BBB,2014B,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,75.0909090909091
BBB,2014B,F,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Fail,70.0
BBB,2014B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,
BBB,2014B,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,
BBB,2014B,F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,South Region,Lower Than A Level,,35-55,0,60,N,Pass,72.5
BBB,2014B,F,Ireland,Lower Than A Level,,35-55,0,60,N,Pass,81.18181818181819
BBB,2014B,F,South Region,HE Qualification,90-100%,0-35,0,120,N,Pass,83.8
BBB,2014B,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,88.72727272727273
BBB,2014B,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,74.54545454545455
BBB,2014B,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,86.14285714285714
BBB,2014B,F,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Pass,67.63636363636364
BBB,2014B,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,84.63636363636364
BBB,2014B,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,84.2
BBB,2014B,M,West Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Distinction,82.27272727272727
BBB,2014B,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,77.81818181818181
BBB,2014B,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,
BBB,2014B,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,68.72727272727273
BBB,2014B,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,61.5
BBB,2014B,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,
BBB,2014B,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,
BBB,2014B,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,86.9
BBB,2014B,M,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,120,N,Distinction,91.3
BBB,2014B,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,66.45454545454545
BBB,2014B,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,81.36363636363636
BBB,2014B,F,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,76.9
BBB,2014B,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,84.0
BBB,2014B,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,82.54545454545455
BBB,2014B,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,
BBB,2014B,F,Wales,HE Qualification,40-50%,0-35,0,60,N,Distinction,92.5
BBB,2014B,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,87.45454545454545
BBB,2014B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,93.18181818181819
BBB,2014B,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,71.5
BBB,2014B,F,Wales,HE Qualification,10-20,0-35,0,60,N,Pass,70.7
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,
BBB,2014B,F,North Region,HE Qualification,,35-55,0,60,N,Pass,76.0
BBB,2014B,M,West Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Distinction,94.1
BBB,2014B,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,78.45454545454545
BBB,2014B,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,78.63636363636364
BBB,2014B,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,91.27272727272727
BBB,2014B,F,East Midlands Region,HE Qualification,80-90%,35-55,0,120,N,Pass,82.55555555555556
BBB,2014B,F,Wales,HE Qualification,30-40%,0-35,0,120,N,Distinction,80.0909090909091
BBB,2014B,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,86.0
BBB,2014B,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,92.8
BBB,2014B,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,79.36363636363636
BBB,2014B,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,77.27272727272727
BBB,2014B,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,
BBB,2014B,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail,66.125
BBB,2014B,M,Wales,HE Qualification,30-40%,0-35,0,60,N,Pass,58.333333333333336
BBB,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,58.75
BBB,2014B,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,76.72727272727273
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,73.72727272727273
BBB,2014B,M,North Western Region,HE Qualification,70-80%,0-35,0,120,N,Fail,100.0
BBB,2014B,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,83.45454545454545
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,Y,Distinction,86.45454545454545
BBB,2014B,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,66.72727272727273
BBB,2014B,M,Wales,No Formal quals,10-20,0-35,0,60,N,Pass,76.1
BBB,2014B,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,79.3
BBB,2014B,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,82.81818181818181
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,80.0
BBB,2014B,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,
BBB,2014B,F,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,88.5
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,84.66666666666667
BBB,2014B,M,Wales,HE Qualification,80-90%,0-35,0,60,N,Fail,
BBB,2014B,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Fail,
BBB,2014B,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,Scotland,HE Qualification,70-80%,35-55,0,120,N,Distinction,90.63636363636364
BBB,2014B,F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,85.36363636363636
BBB,2014B,F,Scotland,HE Qualification,50-60%,35-55,0,60,Y,Distinction,84.0909090909091
BBB,2014B,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,70.8
BBB,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,74.7
BBB,2014B,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,2,60,N,Fail,47.0
BBB,2014B,F,South East Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,82.5
BBB,2014B,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,84.3
BBB,2014B,M,South East Region,A Level or Equivalent,50-60%,35-55,0,90,Y,Fail,
BBB,2014B,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,92.45454545454545
BBB,2014B,F,London Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn,74.4
BBB,2014B,F,South Region,Lower Than A Level,,35-55,0,60,N,Distinction,89.9
BBB,2014B,F,Scotland,HE Qualification,10-20,35-55,0,60,N,Fail,82.33333333333333
BBB,2014B,F,Scotland,HE Qualification,0-10%,35-55,0,60,Y,Withdrawn,79.0
BBB,2014B,F,North Western Region,Lower Than A Level,70-80%,35-55,1,120,N,Withdrawn,79.0
BBB,2014B,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail,77.1
BBB,2014B,F,South Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass,86.0909090909091
BBB,2014B,F,South West Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,92.0909090909091
BBB,2014B,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,80.5
BBB,2014B,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Fail,91.0
BBB,2014B,F,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,83.81818181818181
BBB,2014B,F,North Western Region,Lower Than A Level,70-80%,35-55,2,120,N,Fail,62.0
BBB,2014B,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,77.9090909090909
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,35-55,1,120,N,Pass,66.36363636363636
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,1,120,N,Pass,89.6
BBB,2014B,F,South East Region,A Level or Equivalent,40-50%,35-55,1,120,N,Pass,82.33333333333333
BBB,2014B,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Fail,85.0
BBB,2014B,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,87.63636363636364
BBB,2014B,F,London Region,A Level or Equivalent,10-20,35-55,0,60,Y,Fail,56.45454545454545
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,Y,Pass,81.9
BBB,2014B,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Fail,75.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,95.5
BBB,2014B,F,South West Region,Lower Than A Level,40-50%,0-35,1,120,N,Distinction,91.1
BBB,2014B,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Distinction,92.27272727272727
BBB,2014B,F,North Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,79.0909090909091
BBB,2014B,F,South West Region,HE Qualification,60-70%,35-55,2,60,N,Withdrawn,
BBB,2014B,F,South West Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,
BBB,2014B,F,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,87.4
BBB,2014B,F,South East Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,93.36363636363636
BBB,2014B,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Fail,86.33333333333333
BBB,2014B,F,South Region,Lower Than A Level,,35-55,0,60,N,Withdrawn,72.0
BBB,2014B,F,London Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,84.2
BBB,2014B,F,Scotland,Lower Than A Level,10-20,35-55,1,60,N,Fail,
BBB,2014B,M,South Region,A Level or Equivalent,90-100%,35-55,1,120,N,Distinction,85.72727272727273
BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,
BBB,2014B,M,South East Region,Lower Than A Level,80-90%,35-55,2,120,N,Withdrawn,
BBB,2014B,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,83.0909090909091
BBB,2014B,F,Wales,HE Qualification,60-70%,35-55,1,60,N,Pass,77.0909090909091
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,35-55,2,120,N,Pass,79.1
BBB,2014B,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,Y,Pass,84.63636363636364
BBB,2014B,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Fail,84.85714285714286
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,81.66666666666667
BBB,2014B,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,92.36363636363636
BBB,2014B,F,South Region,Lower Than A Level,40-50%,0-35,0,120,Y,Pass,83.28571428571429
BBB,2014B,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,73.81818181818181
BBB,2014B,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,91.33333333333333
BBB,2014B,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,91.54545454545455
BBB,2014B,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,68.3
BBB,2014B,F,London Region,Lower Than A Level,20-30%,35-55,5,60,Y,Withdrawn,
BBB,2014B,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Distinction,85.9090909090909
BBB,2014B,F,Wales,HE Qualification,10-20,35-55,0,150,N,Fail,89.77777777777777
BBB,2014B,F,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,56.714285714285715
BBB,2014B,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,80.0
BBB,2014B,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Withdrawn,
BBB,2014B,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,87.81818181818181
BBB,2014B,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,77.0
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,2,180,Y,Fail,80.5
BBB,2014B,F,North Western Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn,96.0
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,
BBB,2014B,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,77.0909090909091
BBB,2014B,F,South West Region,Lower Than A Level,70-80%,35-55,2,180,N,Withdrawn,83.33333333333333
BBB,2014B,F,Scotland,A Level or Equivalent,0-10%,35-55,0,300,Y,Fail,72.2
BBB,2014B,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,
BBB,2014B,F,Wales,No Formal quals,0-10%,35-55,0,60,N,Pass,69.81818181818181
BBB,2014B,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,89.72727272727273
BBB,2014B,F,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,90.33333333333333
BBB,2014B,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,83.9
BBB,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,81.72727272727273
BBB,2014B,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,89.18181818181819
BBB,2014B,F,London Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,89.9090909090909
BBB,2014B,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,75.0
BBB,2014B,M,East Midlands Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn,
BBB,2014B,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,90,N,Withdrawn,
BBB,2014B,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,79.0
BBB,2014B,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Pass,76.5
BBB,2014B,F,West Midlands Region,Lower Than A Level,60-70%,35-55,4,120,N,Withdrawn,
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,2,60,Y,Withdrawn,
BBB,2014B,F,South West Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,
BBB,2014B,F,Ireland,Lower Than A Level,0-10%,0-35,2,120,Y,Fail,84.33333333333333
BBB,2014B,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,84.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,
BBB,2014B,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,80.0
BBB,2014B,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,75.83333333333333
BBB,2014B,F,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,
BBB,2014B,F,North Western Region,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn,
BBB,2014B,F,Wales,HE Qualification,90-100%,35-55,0,60,N,Pass,84.54545454545455
BBB,2014B,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Withdrawn,55.8
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,87.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,Y,Pass,65.0
BBB,2014B,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,73.54545454545455
BBB,2014B,F,Ireland,Lower Than A Level,80-90%,0-35,1,120,N,Pass,89.88888888888889
BBB,2014B,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,91.72727272727273
BBB,2014B,F,London Region,HE Qualification,0-10%,0-35,1,240,N,Withdrawn,
BBB,2014B,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,81.54545454545455
BBB,2014B,F,North Western Region,Lower Than A Level,20-30%,35-55,0,150,N,Pass,84.0
BBB,2014B,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,89.2
BBB,2014B,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,84.8
BBB,2014B,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,76.16666666666667
BBB,2014B,F,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass,64.25
BBB,2014B,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,76.36363636363636
BBB,2014B,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,79.25
BBB,2014B,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,96.81818181818181
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,3,60,Y,Pass,83.9090909090909
BBB,2014B,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,75.0
BBB,2014B,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,73.42857142857143
BBB,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,86.63636363636364
BBB,2014B,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,
BBB,2014B,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,
BBB,2014B,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,
BBB,2014B,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,Pass,86.4
BBB,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,88.0909090909091
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,83.18181818181819
BBB,2014B,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Distinction,90.54545454545455
BBB,2014B,F,North Region,Lower Than A Level,0-10%,0-35,4,120,Y,Pass,85.57142857142857
BBB,2014B,F,South East Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,90.33333333333333
BBB,2014B,F,London Region,HE Qualification,90-100%,35-55,0,90,N,Distinction,88.0
BBB,2014B,F,North Western Region,HE Qualification,70-80%,35-55,0,120,N,Distinction,77.63636363636364
BBB,2014B,M,Wales,Lower Than A Level,10-20,0-35,0,60,Y,Fail,83.14285714285714
BBB,2014B,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,71.45454545454545
BBB,2014B,F,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,88.9
BBB,2014B,F,North Region,No Formal quals,10-20,0-35,1,60,N,Withdrawn,
BBB,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,27.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,67.66666666666667
BBB,2014B,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,180,N,Fail,
BBB,2014B,F,Wales,A Level or Equivalent,40-50%,35-55,1,60,N,Fail,62.8
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn,
BBB,2014B,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,
BBB,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,180,N,Withdrawn,78.8
BBB,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,76.9090909090909
BBB,2014B,M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,80.45454545454545
BBB,2014B,F,South West Region,Lower Than A Level,70-80%,0-35,1,60,Y,Fail,49.142857142857146
BBB,2014B,F,London Region,HE Qualification,10-20,35-55,0,60,N,Pass,88.27272727272727
